warehouse_id,seller_id,city,state,warehouse_region,warehouse_type,warehouse_capacity,storage_cost_per_unit
9c690ceacd5c66731bf443ea810195cb,9c690ceacd5c66731bf443ea810195cb,camanducaia,MG,Southeast,Local,15000,3.5
1f9ab4708f3056ede07124aad39a2554,1f9ab4708f3056ede07124aad39a2554,tupa,SP,Southeast,Local,15000,3.5
1961c3e1272bfeceb05d0b78b5bbfdaf,1961c3e1272bfeceb05d0b78b5bbfdaf,guarulhos,SP,Southeast,Local,15000,3.5
d3e7d37c0df9aef383f3f2a15b0dddfb,d3e7d37c0df9aef383f3f2a15b0dddfb,sao jose dos pinhais,PR,South,Local,15000,3.5
ec2e006556300a79a5a91e4876ab3a56,ec2e006556300a79a5a91e4876ab3a56,sao paulo,SP,Southeast,Mega,100000,2.0
b2a6d334e2833acea353624840e25a0e,b2a6d334e2833acea353624840e25a0e,sao paulo,SP,Southeast,Mega,100000,2.0
d3674f271c91f824f82d24d92011f669,d3674f271c91f824f82d24d92011f669,brasilia,DF,Central-West,Local,15000,3.5
768de2a4fc06aacecb9a586ccc30746a,768de2a4fc06aacecb9a586ccc30746a,brasilia,DF,Central-West,Local,15000,3.5
a81466620e46a6970b22ef40379fdfc9,a81466620e46a6970b22ef40379fdfc9,sao ludgero,SC,South,Local,15000,3.5
5c030029b5916fed0986310385ec9009,5c030029b5916fed0986310385ec9009,sao jose,SC,South,Local,15000,3.5
c0f783394e37cd9c9d7f5f81141450fa,c0f783394e37cd9c9d7f5f81141450fa,piracicaba,SP,Southeast,Local,15000,3.5
c353f8fc0ce8344999f17d578eb69a5e,c353f8fc0ce8344999f17d578eb69a5e,porto alegre,RS,South,Mega,100000,2.0
8444e55c1f13cd5c179851e5ca5ebd00,8444e55c1f13cd5c179851e5ca5ebd00,congonhal,MG,Southeast,Local,15000,3.5
28a26ebce31d5918b181ede016fd693b,28a26ebce31d5918b181ede016fd693b,belo horizonte,MG,Southeast,Mega,100000,2.0
41ab63a91b8b264e8c8780368bf1dd5b,41ab63a91b8b264e8c8780368bf1dd5b,belo horizonte,MG,Southeast,Mega,100000,2.0
8759e7aedd644f487315e5860962f162,8759e7aedd644f487315e5860962f162,santo andre,SP,Southeast,Local,15000,3.5
e546117ed9cafbc40239c0c78635c584,e546117ed9cafbc40239c0c78635c584,sao paulo,SP,Southeast,Mega,100000,2.0
d71d863e5ef30d94e440c11be17dcd8f,d71d863e5ef30d94e440c11be17dcd8f,osasco,SP,Southeast,Local,15000,3.5
0c7533c71df861ec58ad7ff999ed0e8d,0c7533c71df861ec58ad7ff999ed0e8d,valinhos,SP,Southeast,Local,15000,3.5
ef990a83bbea832f36ebe81376335aa8,ef990a83bbea832f36ebe81376335aa8,joinville,SC,South,Local,15000,3.5
41e0fa5761c886a630994a55c12087e7,41e0fa5761c886a630994a55c12087e7,guaruja,SP,Southeast,Local,15000,3.5
0747d5bb69f0586cc869d8af4c50f93e,0747d5bb69f0586cc869d8af4c50f93e,saquarema,RJ,Southeast,Local,15000,3.5
7d294cf9a6a69dc6a0c3e540fff0e039,7d294cf9a6a69dc6a0c3e540fff0e039,barra velha,SC,South,Local,15000,3.5
c89cf7c468a48af70aada384e722f9e2,c89cf7c468a48af70aada384e722f9e2,petropolis,RJ,Southeast,Local,15000,3.5
b7ba853e9551f4558440881fd3e5c815,b7ba853e9551f4558440881fd3e5c815,santo antonio da patrulha,RS,South,Local,15000,3.5
13c2ed7698b3ca92dad49e849219da59,13c2ed7698b3ca92dad49e849219da59,ponta grossa,PR,South,Local,15000,3.5
cbbd5ae8f53de5f5097cd8217b529e24,cbbd5ae8f53de5f5097cd8217b529e24,santana de parnaiba,SP,Southeast,Local,15000,3.5
02ecc2a19303f05e59ce133fd923fff7,02ecc2a19303f05e59ce133fd923fff7,santo andre,SP,Southeast,Local,15000,3.5
c013e57c075a06e5b5c48ee03c525719,c013e57c075a06e5b5c48ee03c525719,sao carlos,SP,Southeast,Local,15000,3.5
55f7a3319d80f7fdf078b8f03e6725fe,55f7a3319d80f7fdf078b8f03e6725fe,osasco,SP,Southeast,Local,15000,3.5
2d50d6282f8aa2257819a77bfaa0efe0,2d50d6282f8aa2257819a77bfaa0efe0,ibitinga,SP,Southeast,Local,15000,3.5
b7e1750c1157341d2abd0251e07c186b,b7e1750c1157341d2abd0251e07c186b,sao paulo,SP,Southeast,Mega,100000,2.0
b90e891671cffd9557f33a97dc523645,b90e891671cffd9557f33a97dc523645,sao jose dos pinhais,PR,South,Local,15000,3.5
a416b6a846a11724393025641d4edd5e,a416b6a846a11724393025641d4edd5e,sao paulo,SP,Southeast,Mega,100000,2.0
7e93a43ef30c4f03f38b393420bc753a,7e93a43ef30c4f03f38b393420bc753a,barueri,SP,Southeast,Local,15000,3.5
5206cc4bc2297c833e6061c49bf9c43f,5206cc4bc2297c833e6061c49bf9c43f,osasco,SP,Southeast,Local,15000,3.5
f410c8873029fcc3809b9df6d0b28914,f410c8873029fcc3809b9df6d0b28914,caxias do sul,SP,Southeast,Local,15000,3.5
ef506c96320abeedfb894c34db06f478,ef506c96320abeedfb894c34db06f478,sao paulo,SP,Southeast,Mega,100000,2.0
a13aaf2d2886ab9fb30fb9a920160b8f,a13aaf2d2886ab9fb30fb9a920160b8f,joinville,SC,South,Local,15000,3.5
7299e27ed73d2ad986de7f7c77d919fa,7299e27ed73d2ad986de7f7c77d919fa,araguari,MG,Southeast,Local,15000,3.5
8a9260f2b0340411d6d2a56bcf4f7378,8a9260f2b0340411d6d2a56bcf4f7378,contagem,MG,Southeast,Local,15000,3.5
dedcab67899479e4ea5dcc4eba47f587,dedcab67899479e4ea5dcc4eba47f587,jaragua do sul,SC,South,Local,15000,3.5
b2479f944e1b90cf8a5de1bbfde284d6,b2479f944e1b90cf8a5de1bbfde284d6,ibitinga,SP,Southeast,Local,15000,3.5
7722b1df1b0e383e000397b2c11e3e19,7722b1df1b0e383e000397b2c11e3e19,sao bernardo do campo,SP,Southeast,Local,15000,3.5
731ef20c231d9a7103a425e83fd91271,731ef20c231d9a7103a425e83fd91271,lages - sc,SC,South,Local,15000,3.5
78813699ffac347fe27dba345a5f1551,78813699ffac347fe27dba345a5f1551,bento goncalves,RS,South,Local,15000,3.5
3296662b1331dea51e744505065ae889,3296662b1331dea51e744505065ae889,catanduva,SP,Southeast,Local,15000,3.5
411f3b52d857390502ee4e4d5ceabc2d,411f3b52d857390502ee4e4d5ceabc2d,ribeirao pires,SP,Southeast,Local,15000,3.5
bba3293d6f5d5af2f415e004e8b93ae3,bba3293d6f5d5af2f415e004e8b93ae3,sao paulo,SP,Southeast,Mega,100000,2.0
4e7c18b98d84e05cbae3ff0ff03846c2,4e7c18b98d84e05cbae3ff0ff03846c2,jaboticabal,SP,Southeast,Local,15000,3.5
b56906f7fd1696e043f1bcce164c487b,b56906f7fd1696e043f1bcce164c487b,echapora,SP,Southeast,Local,15000,3.5
d650b663c3b5f6fb392b6326366efa9a,d650b663c3b5f6fb392b6326366efa9a,cotia,SP,Southeast,Local,15000,3.5
669ae81880e08f269a64487cfb287169,669ae81880e08f269a64487cfb287169,rio do sul,SC,South,Local,15000,3.5
c2d70ce2c5d0a2eb75e78668236e6dc8,c2d70ce2c5d0a2eb75e78668236e6dc8,sao paulo,SP,Southeast,Mega,100000,2.0
674207551483fec113276b67b0d871ff,674207551483fec113276b67b0d871ff,sorocaba,SP,Southeast,Local,15000,3.5
abe42c5d03695b4257b5c6cbf4e6784e,abe42c5d03695b4257b5c6cbf4e6784e,rio de janeiro,RJ,Southeast,Mega,100000,2.0
1996942dc085d7773ba77a529b163cd0,1996942dc085d7773ba77a529b163cd0,pradopolis,SP,Southeast,Local,15000,3.5
79b93a308a97792cf53ac75f46da00b5,79b93a308a97792cf53ac75f46da00b5,rio de janeiro,RJ,Southeast,Mega,100000,2.0
7cf4ea70955b00d6b3c22542598e2715,7cf4ea70955b00d6b3c22542598e2715,sao paulo,SP,Southeast,Mega,100000,2.0
63ffcb71394dd8ea3872ed9ffda17c74,63ffcb71394dd8ea3872ed9ffda17c74,itaborai,RJ,Southeast,Local,15000,3.5
83353a83fd769dfafa4f21a72b15e3e5,83353a83fd769dfafa4f21a72b15e3e5,sao paulo,SP,Southeast,Mega,100000,2.0
cda598c48d7c614bc1cad7d8ff6f0010,cda598c48d7c614bc1cad7d8ff6f0010,mirassol,SP,Southeast,Local,15000,3.5
d4910f1cdcfdabd48d6b316e395d4a23,d4910f1cdcfdabd48d6b316e395d4a23,santo andre,SP,Southeast,Local,15000,3.5
709e16e2b25c7474d980076c6bfc4806,709e16e2b25c7474d980076c6bfc4806,birigui,SP,Southeast,Local,15000,3.5
9dc79dd988ac42f4d56c340d7048420a,9dc79dd988ac42f4d56c340d7048420a,sao paulo,SP,Southeast,Mega,100000,2.0
276677b5d08786d5dce7c2149dcce48b,276677b5d08786d5dce7c2149dcce48b,belo horizonte,MG,Southeast,Mega,100000,2.0
9c4d31c7e46ab03a43fc06e3142afd4e,9c4d31c7e46ab03a43fc06e3142afd4e,rio de janeiro,RJ,Southeast,Mega,100000,2.0
512d298ac2a96d1931b6bd30aa21f61d,512d298ac2a96d1931b6bd30aa21f61d,rio de janeiro,RJ,Southeast,Mega,100000,2.0
422be4cc81a457fdb46f47edeb968ae5,422be4cc81a457fdb46f47edeb968ae5,ibitinga,SP,Southeast,Local,15000,3.5
99cd94252748d2bdde08e17858233602,99cd94252748d2bdde08e17858233602,sao paulo,SP,Southeast,Mega,100000,2.0
698624c6632eeba1774924dbea24c700,698624c6632eeba1774924dbea24c700,sao paulo,SP,Southeast,Mega,100000,2.0
8bb48dc19fccaa8613b6229bf7f452a2,8bb48dc19fccaa8613b6229bf7f452a2,assis,SP,Southeast,Local,15000,3.5
ad87df7699e83b8a91822a4a0b765c3a,ad87df7699e83b8a91822a4a0b765c3a,jaguariuna,SP,Southeast,Local,15000,3.5
d6b664fa0667064c6d76394e7848d790,d6b664fa0667064c6d76394e7848d790,araraquara,SP,Southeast,Local,15000,3.5
98f52e1020fe788c10c0418de4393fec,98f52e1020fe788c10c0418de4393fec,macae,RJ,Southeast,Local,15000,3.5
62760d278921b5f352461620d68a9cee,62760d278921b5f352461620d68a9cee,salto,SP,Southeast,Local,15000,3.5
eb72802c83dc7547529c9546d1a9b8ef,eb72802c83dc7547529c9546d1a9b8ef,rio claro,SP,Southeast,Local,15000,3.5
3f9be91358837bff69df67edfa3e42e8,3f9be91358837bff69df67edfa3e42e8,londrina,PR,South,Local,15000,3.5
1d4587203296c8f4ad134dc286fa6db0,1d4587203296c8f4ad134dc286fa6db0,sao paulo,SP,Southeast,Mega,100000,2.0
791cfcfe22fe4a771ece27f90017da92,791cfcfe22fe4a771ece27f90017da92,ribeirao preto,SP,Southeast,Local,15000,3.5
392f7f2c797e4dc077e4311bde2ab8ce,392f7f2c797e4dc077e4311bde2ab8ce,rio de janeiro,RN,Northeast,Mega,100000,2.0
0c8380b62e38e8a1e6adbeba7eb9688c,0c8380b62e38e8a1e6adbeba7eb9688c,tres coracoes,MG,Southeast,Local,15000,3.5
37be5a7c751166fbc5f8ccba4119e043,37be5a7c751166fbc5f8ccba4119e043,sao paulo,SP,Southeast,Mega,100000,2.0
87d73636a3acf123e842bb890a4db036,87d73636a3acf123e842bb890a4db036,nhandeara,SP,Southeast,Local,15000,3.5
3d3ccf2b2f8134b10dce9dd446f0e075,3d3ccf2b2f8134b10dce9dd446f0e075,ibitinga,SP,Southeast,Local,15000,3.5
e24d3429d294b2eb200b064ebb035879,e24d3429d294b2eb200b064ebb035879,sao paulo,SP,Southeast,Mega,100000,2.0
44073f8b7e41514de3b7815dd0237f4f,44073f8b7e41514de3b7815dd0237f4f,brasilia,DF,Central-West,Local,15000,3.5
05ca864204d09595ae591b93ea9cf93d,05ca864204d09595ae591b93ea9cf93d,barueri,SP,Southeast,Local,15000,3.5
9d39404483343dd55c7ae254494d8388,9d39404483343dd55c7ae254494d8388,sao paulo,SP,Southeast,Mega,100000,2.0
f9eda05b67bef472deaddbba84aca289,f9eda05b67bef472deaddbba84aca289,orleans,SC,South,Local,15000,3.5
75745ef7bc7d4f3ea3380f6f5303f514,75745ef7bc7d4f3ea3380f6f5303f514,brasilia,DF,Central-West,Local,15000,3.5
0692610d8abe24f287e9fae90ea0bbee,0692610d8abe24f287e9fae90ea0bbee,sao paulo,SP,Southeast,Mega,100000,2.0
7b07b3c7487f0ea825fc6df75abd658b,7b07b3c7487f0ea825fc6df75abd658b,sao paulo,SP,Southeast,Mega,100000,2.0
99002261c568a84cce14d43fcffb43ea,99002261c568a84cce14d43fcffb43ea,cuiaba,MT,Central-West,Local,15000,3.5
e5899683388855d3dabe8913bbe365de,e5899683388855d3dabe8913bbe365de,sao carlos,SP,Southeast,Local,15000,3.5
784ba75dd9d20200c4caed3d7a77141a,784ba75dd9d20200c4caed3d7a77141a,sao paulo,SP,Southeast,Mega,100000,2.0
099095b050cfe8eb1ddff5317587e96e,099095b050cfe8eb1ddff5317587e96e,sao paulo,SP,Southeast,Mega,100000,2.0
0ad80de75c811326389cfb1daba7d45e,0ad80de75c811326389cfb1daba7d45e,rio de janeiro,RJ,Southeast,Mega,100000,2.0
b9a03475e6447e631b6799ec8274800f,b9a03475e6447e631b6799ec8274800f,formosa do oeste,PR,South,Local,15000,3.5
ba6b4a237f92479743cf0ca06b67a9ac,ba6b4a237f92479743cf0ca06b67a9ac,rio de janeiro,RJ,Southeast,Mega,100000,2.0
ea00f977a203ff88adf7057cb7806998,ea00f977a203ff88adf7057cb7806998,santos,SP,Southeast,Local,15000,3.5
82e0a475a88cc9595229d8029273f045,82e0a475a88cc9595229d8029273f045,sao paulo,SP,Southeast,Mega,100000,2.0
ad75519a07f039025e83795a4418470f,ad75519a07f039025e83795a4418470f,santa terezinha de goias,GO,Central-West,Local,15000,3.5
34aefe746cd81b7f3b23253ea28bef39,34aefe746cd81b7f3b23253ea28bef39,curitiba,PR,South,Mega,100000,2.0
ed4acab38528488b65a9a9c603ff024a,ed4acab38528488b65a9a9c603ff024a,sao paulo,SP,Southeast,Mega,100000,2.0
f0837c8d71434931d9e38e7b79234797,f0837c8d71434931d9e38e7b79234797,arvorezinha,RS,South,Local,15000,3.5
fce62094ffe6a4009188ec44e681dfdd,fce62094ffe6a4009188ec44e681dfdd,sao paulo,SP,Southeast,Mega,100000,2.0
ebef8d8c92b4fd3226e5d407bbff21ac,ebef8d8c92b4fd3226e5d407bbff21ac,ribeirao preto,SP,Southeast,Local,15000,3.5
d73cbd89533ce8b041a9190241453ac8,d73cbd89533ce8b041a9190241453ac8,guiricema,MG,Southeast,Local,15000,3.5
75a4764c108403a7a0575140cb22287c,75a4764c108403a7a0575140cb22287c,caxias do sul,RS,South,Local,15000,3.5
70c0fda4c313d87115644d39e62eec60,70c0fda4c313d87115644d39e62eec60,caruaru,PE,Northeast,Local,15000,3.5
ffcfefa19b08742c5d315f2791395ee5,ffcfefa19b08742c5d315f2791395ee5,curitiba,PR,South,Mega,100000,2.0
26e13b6ff5b641b329e5524241ee2c93,26e13b6ff5b641b329e5524241ee2c93,franca,SP,Southeast,Local,15000,3.5
0ade5cc4a305ed7093a23f68ca47519c,0ade5cc4a305ed7093a23f68ca47519c,curitiba,PR,South,Mega,100000,2.0
fc59392d66ef99377e50356ee4f3b4e1,fc59392d66ef99377e50356ee4f3b4e1,salvador,BA,Northeast,Regional,50000,2.8
b18dc380845b24038cfc48006478f099,b18dc380845b24038cfc48006478f099,diadema,SP,Southeast,Local,15000,3.5
f22a247b79dd22ecd91dc8e3b2a1b07c,f22a247b79dd22ecd91dc8e3b2a1b07c,itaquaquecetuba,SP,Southeast,Local,15000,3.5
889009a0ed0bb52c87819941192931b8,889009a0ed0bb52c87819941192931b8,lencois paulista,SP,Southeast,Local,15000,3.5
ffc470761de7d0232558ba5e786e57b7,ffc470761de7d0232558ba5e786e57b7,guarulhos,SP,Southeast,Local,15000,3.5
4c498c7345e89aebad651544829beca0,4c498c7345e89aebad651544829beca0,carapicuiba,SP,Southeast,Local,15000,3.5
01bcc9d254a0143f0ce9791b960b2a47,01bcc9d254a0143f0ce9791b960b2a47,uruacu,GO,Central-West,Local,15000,3.5
f021c962aaba8ef6eb527a9c2c8394d1,f021c962aaba8ef6eb527a9c2c8394d1,itajai,SC,South,Local,15000,3.5
024b564ae893ce8e9bfa02c10a401ece,024b564ae893ce8e9bfa02c10a401ece,sao paulo,SP,Southeast,Mega,100000,2.0
a513150f33f99a06569e9cd5c4bb889b,a513150f33f99a06569e9cd5c4bb889b,sao paulo,SP,Southeast,Mega,100000,2.0
c1dde11f12d05c478f5de2d7319ad3b2,c1dde11f12d05c478f5de2d7319ad3b2,sao paulo,SP,Southeast,Mega,100000,2.0
02f5837340d7eb4f653d676c7256523a,02f5837340d7eb4f653d676c7256523a,curitiba,PR,South,Mega,100000,2.0
7b98de631987e26dd6d803490c43a13c,7b98de631987e26dd6d803490c43a13c,loanda,PR,South,Local,15000,3.5
f12ff17ad8bbf01ec5c33b17e506649b,f12ff17ad8bbf01ec5c33b17e506649b,sao paulo,SP,Southeast,Mega,100000,2.0
a64e44665225d19dfc0277eeeaaccc57,a64e44665225d19dfc0277eeeaaccc57,sao paulo,SP,Southeast,Mega,100000,2.0
6a8a889bde935bafa76d7848782dfaf9,6a8a889bde935bafa76d7848782dfaf9,sao paulo,SP,Southeast,Mega,100000,2.0
42b6488f5b8246d9141712abd4b1b693,42b6488f5b8246d9141712abd4b1b693,maringa,PR,South,Local,15000,3.5
d6cd01c59123df02fc226eadbadb5f89,d6cd01c59123df02fc226eadbadb5f89,sao paulo,SP,Southeast,Mega,100000,2.0
c8e135e7b21ecbc36c1153a29d2f5a06,c8e135e7b21ecbc36c1153a29d2f5a06,sao paulo,SP,Southeast,Mega,100000,2.0
229c3efbfb0ea2058de4ccdfbc3d784a,229c3efbfb0ea2058de4ccdfbc3d784a,belo horizonte,MG,Southeast,Mega,100000,2.0
f9a02f1922d1de564392e656d82b3fda,f9a02f1922d1de564392e656d82b3fda,ferraz de vasconcelos,SP,Southeast,Local,15000,3.5
9523fb39dd240aa958e040f8183d64f3,9523fb39dd240aa958e040f8183d64f3,sao paulo,SP,Southeast,Mega,100000,2.0
95ec4458365c4d11f452ccf538377619,95ec4458365c4d11f452ccf538377619,limeira,SP,Southeast,Local,15000,3.5
6ec1a01e866584bb679eb9b098345919,6ec1a01e866584bb679eb9b098345919,santos,SP,Southeast,Local,15000,3.5
f6122bc84774df1b372bdb3bb88ddb9f,f6122bc84774df1b372bdb3bb88ddb9f,barueri,SP,Southeast,Local,15000,3.5
fa40cc5b934574b62717c68f3d678b6d,fa40cc5b934574b62717c68f3d678b6d,sao paulo,SP,Southeast,Mega,100000,2.0
623ad9d0c1e14bb5464a8c72bff7b4af,623ad9d0c1e14bb5464a8c72bff7b4af,claudio,MG,Southeast,Local,15000,3.5
c0098efcf800861dcae589affca31408,c0098efcf800861dcae589affca31408,ribeirao preto,SP,Southeast,Local,15000,3.5
a63bfbaa882c8f4542891b4e2246cc7f,a63bfbaa882c8f4542891b4e2246cc7f,niteroi,RJ,Southeast,Local,15000,3.5
48b6c3f4c6a93171da04b75313f2130f,48b6c3f4c6a93171da04b75313f2130f,osvaldo cruz,SP,Southeast,Local,15000,3.5
270d3ef21830ad0ecf3a6c53d08a533a,270d3ef21830ad0ecf3a6c53d08a533a,carapicuiba,SP,Southeast,Local,15000,3.5
89c127985a8b130cfa45c1d36764017a,89c127985a8b130cfa45c1d36764017a,osasco,SP,Southeast,Local,15000,3.5
8b2492b7ff4468839593fafeed55bad9,8b2492b7ff4468839593fafeed55bad9,sao goncalo,RJ,Southeast,Local,15000,3.5
1e9d5a33694bddb76316fd1f54734d20,1e9d5a33694bddb76316fd1f54734d20,jaciara,MT,Central-West,Local,15000,3.5
5e49e3a44bdeb5aab2684258bbd4f525,5e49e3a44bdeb5aab2684258bbd4f525,balenario camboriu,SC,South,Local,15000,3.5
8e34331b7eedd03be4e5d965c1956225,8e34331b7eedd03be4e5d965c1956225,sao paulo,SP,Southeast,Mega,100000,2.0
aaed1309374718fdd995ee4c58c9dfcd,aaed1309374718fdd995ee4c58c9dfcd,timbo,SC,South,Local,15000,3.5
11d4c477d09821164bca4f70a2eae031,11d4c477d09821164bca4f70a2eae031,ribeirao preto,SP,Southeast,Local,15000,3.5
ff314fa6033cc68ec451c47aee2d6ba4,ff314fa6033cc68ec451c47aee2d6ba4,sao paulo,SP,Southeast,Mega,100000,2.0
d1c7fa84e48cfa21a0e595167c1c500e,d1c7fa84e48cfa21a0e595167c1c500e,jacutinga,RS,South,Local,15000,3.5
c7246702dc991a06d788120dc7544391,c7246702dc991a06d788120dc7544391,fortaleza,CE,Northeast,Regional,50000,2.8
e819bcfade7b5d88a27325eb6cfd62c5,e819bcfade7b5d88a27325eb6cfd62c5,guarulhos,SP,Southeast,Local,15000,3.5
6d2f2e3b539480db1e0842b3a4e32e6e,6d2f2e3b539480db1e0842b3a4e32e6e,guarulhos,SP,Southeast,Local,15000,3.5
e88165a185134e13fdfc85d4fa654db8,e88165a185134e13fdfc85d4fa654db8,ferraz de  vasconcelos,SP,Southeast,Local,15000,3.5
9e6229250fedbe05838fef417b74e7fb,9e6229250fedbe05838fef417b74e7fb,mirandopolis,SP,Southeast,Local,15000,3.5
5abb8ea023c77787f2c15da891c8d384,5abb8ea023c77787f2c15da891c8d384,joinville,SC,South,Local,15000,3.5
1d953075c2f0dd990bacf27b83b330f1,1d953075c2f0dd990bacf27b83b330f1,belo horizonte,MG,Southeast,Mega,100000,2.0
817245bcc3badd82bbd222e0366951a6,817245bcc3badd82bbd222e0366951a6,bauru,SP,Southeast,Local,15000,3.5
caa9bc43a9fe8cf9c564ddd8a03cc4a6,caa9bc43a9fe8cf9c564ddd8a03cc4a6,jacarei,SP,Southeast,Local,15000,3.5
615005a3ef192c00c6f0e977cee3d2bc,615005a3ef192c00c6f0e977cee3d2bc,itu,SP,Southeast,Local,15000,3.5
1284de4ae8aa26997e748c851557cf0e,1284de4ae8aa26997e748c851557cf0e,laranjeiras do sul,SP,Southeast,Local,15000,3.5
5fd924b4836098a5be0ecf81ba054ce0,5fd924b4836098a5be0ecf81ba054ce0,sao paulo,SP,Southeast,Mega,100000,2.0
7178f9f4dd81dcef02f62acdf8151e01,7178f9f4dd81dcef02f62acdf8151e01,videira,SC,South,Local,15000,3.5
8132b9bd16876e1b0f8808d43825dd48,8132b9bd16876e1b0f8808d43825dd48,florianopolis,SC,South,Local,15000,3.5
3f995f07c49d0d55a99d5c54957f7d81,3f995f07c49d0d55a99d5c54957f7d81,itapecerica da serra,SP,Southeast,Local,15000,3.5
a6bd7d1ccdac48c6b33b28596b7eb122,a6bd7d1ccdac48c6b33b28596b7eb122,mamanguape,PB,Northeast,Local,15000,3.5
